FrameNumber,ROI
488,"[315, 38, 685, 524]"
489,"[315, 38, 685, 524]"
490,"[315, 38, 685, 524]"
491,"[315, 38, 685, 525]"
492,"[316, 38, 685, 525]"
493,"[314, 38, 684, 525]"
494,"[314, 38, 683, 524]"
495,"[312, 38, 684, 524]"
496,"[311, 38, 684, 524]"
497,"[311, 39, 684, 524]"
498,"[313, 38, 684, 524]"
499,"[313, 38, 684, 525]"
500,"[314, 38, 684, 525]"
501,"[314, 38, 684, 525]"
502,"[313, 38, 684, 525]"
503,"[313, 38, 684, 524]"
504,"[313, 38, 684, 524]"
505,"[314, 38, 684, 524]"
506,"[313, 38, 684, 524]"
507,"[313, 37, 684, 524]"
508,"[314, 37, 684, 524]"
509,"[314, 37, 684, 524]"
510,"[308, 37, 684, 525]"
511,"[308, 38, 684, 525]"
512,"[310, 38, 685, 525]"
513,"[312, 38, 685, 525]"
514,"[313, 37, 685, 525]"
515,"[313, 37, 684, 525]"
516,"[314, 37, 685, 524]"
517,"[312, 37, 685, 525]"
518,"[310, 37, 686, 525]"
519,"[310, 37, 686, 525]"
520,"[311, 37, 685, 525]"
521,"[311, 37, 685, 525]"
522,"[311, 36, 686, 525]"
523,"[313, 36, 686, 525]"
524,"[313, 37, 685, 525]"
525,"[313, 37, 685, 525]"
526,"[313, 37, 685, 525]"
527,"[313, 37, 685, 525]"
528,"[312, 37, 685, 525]"
529,"[312, 37, 685, 525]"
530,"[312, 37, 685, 525]"
531,"[313, 37, 686, 525]"
532,"[312, 37, 686, 525]"
533,"[312, 37, 686, 524]"
534,"[313, 37, 686, 524]"
535,"[313, 37, 686, 524]"
536,"[314, 37, 686, 524]"
537,"[315, 36, 685, 525]"
538,"[315, 36, 685, 525]"
539,"[315, 36, 685, 525]"
540,"[313, 36, 686, 525]"
541,"[313, 36, 686, 525]"
542,"[315, 36, 686, 525]"
543,"[316, 36, 686, 525]"
544,"[317, 36, 686, 525]"
545,"[316, 36, 686, 525]"
546,"[316, 36, 686, 524]"
547,"[315, 36, 686, 524]"
548,"[314, 37, 686, 525]"
549,"[314, 36, 686, 525]"
550,"[316, 36, 686, 524]"
551,"[316, 36, 686, 524]"
552,"[316, 37, 685, 524]"
553,"[316, 37, 685, 524]"
554,"[314, 37, 686, 524]"
555,"[313, 37, 686, 525]"
556,"[313, 36, 686, 525]"
557,"[313, 36, 686, 525]"
558,"[311, 36, 687, 525]"
559,"[311, 37, 687, 525]"
560,"[312, 37, 686, 524]"
561,"[314, 37, 686, 524]"
562,"[314, 37, 686, 524]"
563,"[314, 37, 686, 524]"
564,"[313, 37, 686, 524]"
565,"[312, 37, 686, 524]"
566,"[311, 37, 686, 524]"
567,"[311, 37, 686, 524]"
568,"[313, 37, 686, 524]"
569,"[313, 37, 686, 524]"
570,"[313, 36, 686, 525]"
571,"[313, 36, 686, 525]"
572,"[313, 36, 686, 525]"
573,"[313, 36, 686, 525]"
574,"[312, 36, 687, 525]"
575,"[310, 36, 687, 525]"
576,"[310, 37, 687, 525]"
577,"[311, 37, 687, 526]"
578,"[313, 37, 686, 526]"
579,"[312, 37, 686, 526]"
580,"[312, 37, 686, 526]"
581,"[314, 37, 686, 526]"
582,"[314, 37, 686, 526]"
583,"[313, 37, 686, 525]"
584,"[313, 37, 685, 525]"
585,"[311, 37, 685, 525]"
586,"[310, 37, 684, 524]"
587,"[310, 37, 684, 524]"
588,"[310, 37, 684, 524]"
589,"[310, 37, 684, 524]"
590,"[311, 37, 684, 524]"
591,"[311, 38, 684, 524]"
592,"[311, 38, 683, 524]"
593,"[311, 38, 684, 524]"
594,"[311, 38, 684, 524]"
595,"[312, 38, 684, 524]"
596,"[312, 38, 683, 524]"
597,"[312, 38, 683, 524]"
598,"[311, 38, 683, 524]"
599,"[311, 38, 683, 524]"
600,"[311, 37, 685, 524]"
601,"[311, 37, 685, 524]"
602,"[311, 37, 686, 525]"
603,"[314, 36, 686, 525]"
604,"[310, 36, 686, 525]"
605,"[310, 37, 686, 525]"
606,"[311, 37, 686, 525]"
607,"[313, 37, 686, 525]"
608,"[313, 37, 686, 525]"
609,"[314, 37, 687, 525]"
610,"[314, 37, 687, 524]"
611,"[313, 37, 686, 524]"
612,"[313, 38, 686, 525]"
613,"[314, 38, 686, 525]"
614,"[313, 38, 685, 525]"
615,"[310, 38, 686, 525]"
616,"[310, 38, 686, 525]"
617,"[311, 37, 686, 524]"
618,"[313, 37, 686, 525]"
619,"[313, 37, 686, 525]"
620,"[313, 37, 686, 525]"
621,"[312, 37, 686, 525]"
